MSG,3,1,1,7C7F32,1,2023/01/26,08:38:25.349,2023/01/26,08:38:25.363,,2625,,,,,,,0,,0,0
MSG,8,1,1,7C7F32,1,2023/01/26,08:38:27.271,2023/01/26,08:38:27.325,,,,,,,,,,,,0
MSG,4,1,1,7C7F32,1,2023/01/26,08:38:28.164,2023/01/26,08:38:28.201,,,125,351,,,0,,,,,0
MSG,4,1,1,7C7F32,1,2023/01/26,08:38:29.088,2023/01/26,08:38:29.128,,,126,351,,,0,,,,,0
MSG,1,1,1,7C7F32,1,2023/01/26,08:38:30.979,2023/01/26,08:38:30.988,ZES     ,,,,,,,,,,,0
MSG,4,1,1,7C7F32,1,2023/01/26,08:38:31.418,2023/01/26,08:38:31.425,,,125,351,,,64,,,,,0
MSG,3,1,1,7C7F32,1,2023/01/26,08:38:31.623,2023/01/26,08:38:31.642,,2625,,,-32.42207,115.82238,,,0,,0,0
MSG,3,1,1,7C7F32,1,2023/01/26,08:38:32.088,2023/01/26,08:38:32.132,,2625,,,-32.42180,115.82238,,,0,,0,0
MSG,8,1,1,7C7F32,1,2023/01/26,08:38:32.098,2023/01/26,08:38:32.132,,,,,,,,,,,,0
MSG,3,1,1,7C7F32,1,2023/01/26,08:38:32.623,2023/01/26,08:38:32.676,,2625,,,-32.42148,115.82232,,,0,,0,0
MSG,5,1,1,7C7F32,1,2023/01/26,08:38:32.963,2023/01/26,08:38:33.008,,2625,,,,,0,,0,,0,
MSG,4,1,1,7C7F32,1,2023/01/26,08:38:33.015,2023/01/26,08:38:33.059,,,125,351,,,0,,,,,0
MSG,8,1,1,7C7F32,1,2023/01/26,08:38:33.097,2023/01/26,08:38:33.115,,,,,,,,,,,,0
MSG,3,1,1,7C7F32,1,2023/01/26,08:38:33.199,2023/01/26,08:38:33.225,,2625,,,-32.42117,115.82224,,,0,,0,0
MSG,4,1,1,7C7F32,1,2023/01/26,08:38:33.524,2023/01/26,08:38:33.553,,,125,351,,,0,,,,,0
MSG,7,1,1,7C7F32,1,2023/01/26,08:38:33.557,2023/01/26,08:38:33.605,,2625,,,,,,,,,,
MSG,3,1,1,7C7F32,1,2023/01/26,08:38:33.735,2023/01/26,08:38:33.771,,2625,,,-32.42084,115.82219,,,0,,0,0
MSG,7,1,1,7C7F32,1,2023/01/26,08:38:33.950,2023/01/26,08:38:33.989,,2625,,,,,,,,,,
MSG,4,1,1,7C7F32,1,2023/01/26,08:38:33.978,2023/01/26,08:38:33.991,,,125,351,,,0,,,,,0
MSG,8,1,1,7C7F32,1,2023/01/26,08:38:34.041,2023/01/26,08:38:34.044,,,,,,,,,,,,0
MSG,3,1,1,7C7F32,1,2023/01/26,08:38:34.234,2023/01/26,08:38:34.264,,2625,,,-32.42056,115.82216,,,0,,0,0
MSG,7,1,1,7C7F32,1,2023/01/26,08:38:34.504,2023/01/26,08:38:34.535,,2625,,,,,,,,,,
MSG,7,1,1,7C7F32,1,2023/01/26,08:38:34.557,2023/01/26,08:38:34.590,,2625,,,,,,,,,,
MSG,3,1,1,7C7F32,1,2023/01/26,08:38:34.664,2023/01/26,08:38:34.699,,2625,,,-32.42029,115.82210,,,0,,0,0
MSG,7,1,1,7C7F32,1,2023/01/26,08:38:34.688,2023/01/26,08:38:34.705,,2625,,,,,,,,,,
MSG,4,1,1,7C7F32,1,2023/01/26,08:38:35.128,2023/01/26,08:38:35.138,,,126,351,,,0,,,,,0
MSG,8,1,1,7C7F32,1,2023/01/26,08:38:35.158,2023/01/26,08:38:35.192,,,,,,,,,,,,0
MSG,3,1,1,7C7F32,1,2023/01/26,08:38:35.216,2023/01/26,08:38:35.246,,2625,,,-32.42001,115.82205,,,0,,0,0
MSG,3,1,1,7C7F32,1,2023/01/26,08:38:35.713,2023/01/26,08:38:35.741,,2625,,,-32.41972,115.82196,,,0,,0,0
MSG,1,1,1,7C7F32,1,2023/01/26,08:38:35.957,2023/01/26,08:38:36.007,ZES     ,,,,,,,,,,,0
MSG,4,1,1,7C7F32,1,2023/01/26,08:38:36.135,2023/01/26,08:38:36.175,,,126,351,,,0,,,,,0
MSG,8,1,1,7C7F32,1,2023/01/26,08:38:36.326,2023/01/26,08:38:36.342,,,,,,,,,,,,0
MSG,4,1,1,7C7F32,1,2023/01/26,08:38:36.707,2023/01/26,08:38:36.722,,,126,351,,,0,,,,,0
MSG,3,1,1,7C7F32,1,2023/01/26,08:38:36.709,2023/01/26,08:38:36.722,,2625,,,-32.41912,115.82185,,,0,,0,0
